Date,Pattern,Signal
2013-03-21,CDLGAPSIDESIDEWHITE,-100
2013-03-25,CDLGAPSIDESIDEWHITE,100
2013-03-26,CDLLONGLEGGEDDOJI,100
2013-03-26,CDLDOJI,100
2013-03-26,CDLRICKSHAWMAN,100
2013-03-27,CDLDOJI,100
2013-03-27,CDLDRAGONFLYDOJI,100
2013-03-27,CDLTAKURI,100
2013-03-27,CDLLONGLEGGEDDOJI,100
2013-03-28,CDLLONGLEGGEDDOJI,100
2013-03-28,CDLTAKURI,100
2013-03-28,CDLDOJI,100
2013-03-28,CDLHIKKAKE,-100
2013-03-28,CDLDRAGONFLYDOJI,100
2013-03-29,CDLDOJI,100
2013-03-29,CDLLONGLEGGEDDOJI,100
2013-04-01,CDLLONGLEGGEDDOJI,100
2013-04-01,CDLRICKSHAWMAN,100
2013-04-01,CDLDOJI,100
2013-04-02,CDLTRISTAR,-100
2013-04-02,CDLDOJI,100
2013-04-02,CDLLONGLEGGEDDOJI,100
2013-04-03,CDLGAPSIDESIDEWHITE,-100
2013-04-03,CDLDOJI,100
2013-04-08,CDLLONGLEGGEDDOJI,100
2013-04-08,CDLDOJI,100
2013-04-08,CDLHIKKAKE,100
2013-04-09,CDLLONGLEGGEDDOJI,100
2013-04-09,CDLTRISTAR,100
2013-04-09,CDLHIKKAKE,200
2013-04-09,CDLDOJI,100
2013-04-10,CDLDOJI,100
2013-04-10,CDLLONGLEGGEDDOJI,100
2013-04-11,CDLRICKSHAWMAN,100
2013-04-11,CDLDOJI,100
2013-04-11,CDLLONGLEGGEDDOJI,100
2013-04-12,CDLDOJI,100
2013-04-12,CDLLONGLEGGEDDOJI,100
2013-04-15,CDLTRISTAR,-100
2013-04-15,CDLDOJI,100
2013-04-15,CDLRICKSHAWMAN,100
2013-04-15,CDLLONGLEGGEDDOJI,100
2013-04-16,CDLRICKSHAWMAN,100
2013-04-16,CDLLONGLEGGEDDOJI,100
2013-04-16,CDLDOJI,100
2013-04-17,CDLGRAVESTONEDOJI,100
2013-04-17,CDLDOJI,100
2013-04-17,CDLLONGLEGGEDDOJI,100
2013-04-17,CDLRICKSHAWMAN,100
2013-04-18,CDLGRAVESTONEDOJI,100
2013-04-18,CDLHIKKAKE,100
2013-04-18,CDLLONGLEGGEDDOJI,100
2013-04-18,CDLDOJI,100
2013-04-19,CDLTRISTAR,100
2013-04-19,CDLLONGLEGGEDDOJI,100
2013-04-19,CDLTAKURI,100
2013-04-19,CDLDRAGONFLYDOJI,100
2013-04-19,CDLDOJI,100
2013-04-22,CDLHIKKAKE,-100
2013-04-22,CDLDRAGONFLYDOJI,100
2013-04-22,CDLRICKSHAWMAN,100
2013-04-22,CDLLONGLEGGEDDOJI,100
2013-04-22,CDLDOJI,100
2013-04-22,CDLTAKURI,100
2013-04-23,CDLRICKSHAWMAN,100
2013-04-23,CDLLONGLEGGEDDOJI,100
2013-04-23,CDLDOJI,100
2013-04-24,CDLRICKSHAWMAN,100
2013-04-24,CDLLONGLEGGEDDOJI,100
2013-04-24,CDLGAPSIDESIDEWHITE,100
2013-04-24,CDLDOJI,100
2013-04-25,CDLDOJI,100
2013-04-25,CDLLONGLEGGEDDOJI,100
2013-04-26,CDLLONGLEGGEDDOJI,100
2013-04-26,CDLDOJI,100
2013-04-26,CDLRICKSHAWMAN,100
2013-04-29,CDLTRISTAR,-100
2013-04-29,CDLLONGLEGGEDDOJI,100
2013-04-29,CDLDRAGONFLYDOJI,100
2013-04-29,CDLRICKSHAWMAN,100
2013-04-29,CDLDOJI,100
2013-04-29,CDLTAKURI,100
2013-04-30,CDLDOJI,100
2013-04-30,CDLRICKSHAWMAN,100
2013-04-30,CDLLONGLEGGEDDOJI,100
2013-05-02,CDLLONGLEGGEDDOJI,100
2013-05-02,CDLDOJI,100
2013-05-03,CDLRICKSHAWMAN,100
2013-05-03,CDLDOJI,100
